imagen,distancia_coord1,distancia_coord2,error_mse_coord1,error_euclidean_coord1,error_mse_coord2,error_euclidean_coord2
Normal-625.png,4.47213595499958,17.11724276862369,542.0705314009662,1059.2856083228924,412.3981366459627,814.8380207133195
Viral Pneumonia-1321.png,0.0,5.0,469.1178743961353,985.4308702288557,377.37453416149066,779.4696915211008
Viral Pneumonia-1043.png,1.0,3.0,423.7294685990338,936.5468488014894,358.08757763975154,759.2897997471058
Normal-9390.png,1.4142135623730951,5.385164807134504,395.7695652173913,905.1204339755014,320.40434782608696,718.2276797784948
COVID-140.png,6.082762530298219,7.0710678118654755,366.56280193236717,871.0826596827651,274.67329192546583,664.9992481198757
Normal-1533.png,0.0,4.0,357.58357487922706,860.3476041693846,294.9049689440994,689.0551501875593
COVID-1953.png,2.0,2.8284271247461903,550.0613526570048,1067.0646653319563,396.4229813664596,798.8998685692719
COVID-1970.png,2.23606797749979,2.0,363.76038647342995,867.7465067633519,316.15714285714284,713.4514699683504
COVID-1515.png,7.211102550927978,23.08679276123039,892.0671497584541,1358.888884346325,588.455900621118,973.351940461414
Normal-2255.png,3.0,2.8284271247461903,449.3207729468599,964.4138115974905,327.9695652173913,726.6574158432569
Viral Pneumonia-40.png,1.4142135623730951,2.23606797749979,410.78599033816425,922.1317693258377,304.7136645962733,700.4205879327078
COVID-738.png,10.04987562112089,9.0,546.2574879227053,1063.3687036959475,388.4136645962733,790.7882143785401
Viral Pneumonia-1168.png,4.242640687119285,7.0,492.38502415458936,1009.5726818808045,375.3223602484472,777.3474126798134
COVID-1843.png,4.47213595499958,17.11724276862369,787.2623188405797,1276.5707970966594,644.6024844720497,1018.7296010227641
Normal-1236.png,9.219544457292887,4.0,637.9903381642512,1149.1910198048017,458.87391304347824,859.5271956139608
Normal-7279.png,4.0,7.615773105863909,370.40579710144925,875.6369110538911,310.927950310559,707.5266779422526
COVID-3493.png,0.0,4.123105625617661,358.6183574879227,861.5915505620978,290.68695652173915,684.109640335524
COVID-2068.png,1.0,2.23606797749979,412.487922705314,924.040042422405,316.639751552795,713.9957983069648
Normal-647.png,3.0,7.0,503.32173913043476,1020.7232729785287,421.9086956521739,824.1801987429691
Normal-6194.png,5.0990195135927845,4.123105625617661,631.5502415458938,1143.3761410839393,507.5819875776398,903.9950221101884
Viral Pneumonia-1007.png,9.486832980505138,3.1622776601683795,494.36618357487924,1011.6017002753604,356.81304347826085,757.9373325018369
Normal-3541.png,2.23606797749979,4.123105625617661,416.7338164251208,928.7836131198698,328.4192546583851,727.1554166751424
Viral Pneumonia-700.png,3.0,2.0,363.3743961352657,867.2859966585416,292.61801242236027,686.378175643719
Viral Pneumonia-217.png,3.1622776601683795,2.23606797749979,421.8884057971014,934.5100320488807,365.54285714285714,767.1531789675385
Normal-3720.png,2.23606797749979,6.708203932499369,355.2405797101449,857.5243436777757,256.67453416149067,642.8421268087524
Viral Pneumonia-206.png,4.123105625617661,1.4142135623730951,457.47971014492754,973.1305153986283,344.48571428571427,744.7294810869246
Viral Pneumonia-149.png,7.0710678118654755,5.0,618.7106280193236,1131.693863197994,455.6316770186335,856.4852596513264
Viral Pneumonia-98.png,2.8284271247461903,0.0,392.356038647343,901.2086328925172,352.0571428571429,752.8691785429922
COVID-3387.png,2.0,7.0,380.380193236715,887.3482968936155,269.44534161490685,658.6402660026184
Viral Pneumonia-1268.png,4.47213595499958,9.0,436.7004830917874,950.7733694209152,333.29316770186335,732.5312280032845
Normal-6587.png,4.123105625617661,6.082762530298219,464.78164251207727,980.8659439495287,371.0006211180124,772.8589780807363
Normal-6283.png,8.0,1.0,355.5671497584541,857.918411039185,274.9173913043478,665.2946715553943
