imagen,distancia_coord1,distancia_coord2,error_mse_coord1,error_euclidean_coord1,error_mse_coord2,error_euclidean_coord2
COVID-3519.png,1.0,2.23606797749979,62.6078431372549,288.1284435802894,64.76448243114909,261.14555328398757
Normal-3173.png,1.0,3.1622776601683795,76.14404223227753,317.7530487658616,84.09116809116809,297.5701597942912
Viral Pneumonia-761.png,1.0,10.04987562112089,81.96078431372548,329.66649814623264,70.64197530864197,272.7379694871985
Viral Pneumonia-707.png,2.23606797749979,33.06055050963308,67.56711915535445,299.322568477554,87.25356125356126,303.1138400007496
Viral Pneumonia-1327.png,1.0,4.123105625617661,88.67194570135747,342.8979440008353,91.12155745489079,309.7595841939358
Viral Pneumonia-993.png,13.92838827718412,4.242640687119285,254.5889894419306,581.0206536776468,178.41405508072174,433.4397305277863
Normal-4507.png,1.0,1.0,92.74057315233786,350.67648908930295,99.45489078822412,323.6139675601163
COVID-2072.png,2.23606797749979,13.0,27.83710407239819,192.12495933636524,27.71415004748338,170.83032517676713
Normal-10078.png,21.02379604162864,17.029386365926403,39.579939668174966,229.09168470287173,25.359924026590694,163.41358572652396
Normal-9298.png,1.0,5.385164807134504,36.35595776772247,219.56320274581532,39.941120607787276,205.08047201037937
Viral Pneumonia-856.png,2.8284271247461903,21.02379604162864,47.51809954751131,251.01593574910737,50.59354226020893,230.81377775167581
Normal-4484.png,0.0,3.0,82.95475113122171,331.659463908389,82.97910731244065,295.5960080921256
Viral Pneumonia-889.png,3.605551275463989,3.1622776601683795,90.88461538461539,347.14982356325635,68.71794871794872,268.99814125751874
Normal-2007.png,0.0,3.1622776601683795,159.93740573152337,460.51818639441376,189.51566951566952,446.7213896826522
Viral Pneumonia-335.png,29.154759474226502,24.020824298928627,17.94419306184012,154.25303886795876,19.130104463437796,141.92955999368138
Normal-3691.png,1.4142135623730951,5.0,55.7209653092006,271.8197932454515,59.18138651471985,249.635734621468
COVID-2606.png,3.0,18.027756377319946,65.69607843137256,295.14911485552517,44.09496676163343,215.4808576184901
Normal-5829.png,1.4142135623730951,1.4142135623730951,76.0867269984917,317.63343652707596,75.71509971509971,282.36147045940953
Normal-3720.png,2.8284271247461903,5.0,46.92307692307692,249.43937139112583,45.68186134852802,219.3239612992616
COVID-642.png,22.80350850198276,18.601075237738275,37.01734539969834,221.55134844996994,34.43019943019943,190.4074578371341
Normal-3805.png,1.4142135623730951,2.8284271247461903,65.2843137254902,294.22270476630456,51.50997150997151,232.8948260481542
Normal-4448.png,1.0,2.0,57.92760180995475,277.1497790004531,72.00474833808167,275.35613303502066
Normal-1891.png,1.0,26.30589287593181,115.75414781297134,391.77799836131686,114.51566951566952,347.25350970148594
Normal-8732.png,0.0,4.0,86.17043740573152,338.02662617018797,111.25451092117758,342.27328262661695
Viral Pneumonia-401.png,2.23606797749979,1.0,78.55429864253394,322.7429317583888,93.77872744539411,314.24353613081684
COVID-2358.png,19.0,9.055385138137417,76.09276018099547,317.6460294100967,55.41025641025641,241.55123680080797
Normal-10105.png,1.0,4.0,86.78733031674209,339.23443221465595,83.49192782526116,296.5080100098478
COVID-2657.png,3.0,10.770329614269007,47.53921568627451,251.07170290576354,37.984805318138655,199.99499993749845
Viral Pneumonia-745.png,28.160255680657446,0.0,56.42986425339367,273.5434152013168,47.32288698955366,223.2285823992976
Normal-6322.png,22.02271554554524,16.1245154965971,70.85143288084464,306.5110112214568,43.902184235517566,215.00930212434997
Normal-551.png,1.4142135623730951,7.0710678118654755,137.14555052790348,426.44460367086367,136.8784425451092,379.6485216618129
COVID-2536.png,13.0,22.47220505424423,54.030165912518854,267.6639684380399,42.628679962013294,211.8678833613061
COVID-2169.png,0.0,25.495097567963924,27.96530920060332,192.566871501824,28.738841405508072,173.9597654631668
Normal-5329.png,2.0,19.1049731745428,32.125942684766216,206.3952518833706,38.522317188983855,201.40506448448608
Normal-2258.png,1.0,1.0,69.82126696832579,304.2745470787854,69.93542260208928,271.37059531201976
COVID-2638.png,2.8284271247461903,5.0,119.00226244343891,397.23670525267426,101.53276353276354,326.9770634157693
Normal-9248.png,2.23606797749979,21.095023109728988,137.7737556561086,427.42016798461907,98.52991452991454,322.1055727552692
Viral Pneumonia-95.png,4.123105625617661,4.123105625617661,101.07541478129714,366.0956159256759,110.43874643874643,341.0161286508308
Viral Pneumonia-675.png,8.06225774829855,0.0,70.5972850678733,305.9607818005438,60.99430199430199,253.43046383574332
Viral Pneumonia-901.png,0.0,9.0,126.66742081447964,409.8304527484506,127.8641975308642,366.93459907727424
COVID-3090.png,2.23606797749979,2.0,59.22699849170437,280.2409677402646,68.93827160493827,269.4290259047826
Normal-9934.png,0.0,3.0,68.43137254901961,301.2308085173228,65.47388414055081,262.57189491642094
Viral Pneumonia-943.png,1.0,4.0,134.78054298642533,422.751700173991,126.55365622032289,365.0493117374692
COVID-3321.png,1.0,10.44030650891055,65.61764705882354,294.9728801093416,60.70180436847104,252.82207182127118
COVID-2829.png,1.0,5.0990195135927845,66.76470588235294,297.53991328895694,68.88698955365622,269.3287953413077
Normal-7192.png,26.476404589747453,26.019223662515376,43.515837104072396,240.21240600768311,32.807217473884144,185.86554279908904
Normal-9174.png,25.709920264364882,24.020824298928627,66.16892911010558,296.2093854016108,35.65147198480532,193.75499993548553
COVID-18.png,2.23606797749979,9.219544457292887,68.1025641025641,300.5062395358872,48.200379867046536,225.2887036670947
Normal-9309.png,0.0,1.4142135623730951,53.29788838612368,265.84393918237066,60.346628679962016,252.08133608024215
Viral Pneumonia-1100.png,4.0,2.23606797749979,76.31523378582202,318.1100438527523,73.0246913580247,277.29947710012004
COVID-2542.png,1.0,2.0,53.07692307692308,265.29229163320974,59.95536562203229,251.2628106186827
Normal-4470.png,1.0,19.0,50.256410256410255,258.14724480420085,39.42545109211776,203.75230060050856
Viral Pneumonia-64.png,23.194827009486403,3.1622776601683795,81.01282051282051,327.7544812813396,67.34472934472934,266.29682686806467
Normal-8317.png,1.4142135623730951,1.4142135623730951,86.8340874811463,339.3258021430142,68.82051282051282,269.1988112900947
Normal-1588.png,1.4142135623730951,8.06225774829855,111.37481146304675,384.2954592497809,97.27350427350427,320.0453092922938
COVID-1137.png,8.0,8.602325267042627,192.88310708898945,505.7301652067039,84.50522317188984,298.3018605372752
COVID-3593.png,4.123105625617661,10.198039027185569,71.8054298642534,308.56765870713025,66.96296296296296,265.540957292844
Viral Pneumonia-80.png,4.123105625617661,3.605551275463989,67.66440422322775,299.537977558773,75.86324786324786,282.6375771195331
Viral Pneumonia-623.png,11.661903789690601,3.1622776601683795,288.8574660633484,618.8901356460611,229.13390313390315,491.2005700322425
Normal-395.png,2.23606797749979,2.23606797749979,136.90422322775265,426.06924319880216,97.97150997150997,321.1915316442823
Normal-2299.png,0.0,8.54400374531753,31.98793363499246,205.951450589696,38.08452041785375,200.25733444745538
Normal-789.png,5.385164807134504,6.082762530298219,133.08069381598793,420.0773738253466,94.03703703703704,314.6760238721724
Normal-7635.png,1.4142135623730951,2.0,84.37782805429865,334.49215237431207,82.12345679012346,294.06801934246437
COVID-3492.png,1.0,4.123105625617661,53.42986425339367,266.172876153826,59.52611585944919,250.36173829081793
Normal-1088.png,0.0,6.708203932499369,122.8340874811463,403.5814663732714,129.8442545109212,369.7647901031141
Normal-4297.png,3.0,3.0,81.34389140271493,328.42350707584865,91.01614434947768,309.5803611342296
Viral Pneumonia-1057.png,3.0,4.123105625617661,94.14102564102564,353.3143076638703,128.77682811016143,368.24176840765904
Viral Pneumonia-1043.png,1.4142135623730951,11.0,109.13046757164405,380.4037328944079,77.31149097815765,285.3226244096321
Viral Pneumonia-1144.png,1.0,4.0,113.90346907993967,388.6335034450839,110.81481481481481,341.5962529068491
Viral Pneumonia-220.png,29.427877939124322,18.110770276274835,41.131975867269986,233.54014644167714,39.237416904083574,203.26583579145807
Normal-8879.png,1.4142135623730951,1.4142135623730951,72.2156862745098,309.4478954525301,70.7758784425451,272.99633697176233
Normal-3716.png,0.0,4.0,63.164404223227756,289.406288805202,68.57169990503324,268.7117414628546
Normal-9419.png,23.194827009486403,26.019223662515376,53.873303167420815,267.27513913568544,33.130104463437796,186.77794302325958
COVID-3099.png,21.02379604162864,21.18962010041709,86.99849170437406,339.6468754456605,30.10446343779677,178.04493814764857
Viral Pneumonia-1199.png,2.23606797749979,6.0,70.13725490196079,304.9622927510875,63.16524216524216,257.90114385167044
Normal-7573.png,1.0,27.0,98.15158371040724,360.7616941971528,66.71130104463438,265.0415061834655
Normal-10111.png,0.0,23.0,83.77601809954751,333.29716470441207,46.57644824311491,221.46105752479374
COVID-421.png,2.23606797749979,1.0,73.19155354449472,311.53169983165435,65.41785375118708,262.4595206884292
COVID-605.png,18.788294228055936,1.4142135623730951,70.27903469079939,305.27037196557416,63.75498575498575,259.1022964004758
COVID-1387.png,25.059928172283335,19.0,66.73227752639518,297.467645299451,67.3627730294397,266.33249895572266
Normal-4120.png,1.0,2.8284271247461903,64.99622926093514,293.57281890529305,52.743589743589745,235.66713814191405
COVID-3380.png,25.0,24.020824298928627,79.70889894419307,325.1061365154463,38.01234567901235,200.0674886132177
COVID-709.png,1.0,8.0,77.11161387631977,319.7655391063896,84.9335232668566,299.0568507825895
COVID-334.png,1.0,19.1049731745428,72.65761689291101,310.39329889673843,34.95061728395062,191.8410800636819
Normal-2281.png,1.4142135623730951,8.246211251235321,71.69004524886878,308.31963933554414,76.38366571699905,283.60535961085077
Viral Pneumonia-232.png,1.0,3.1622776601683795,82.86199095022624,331.4739808793444,88.93067426400759,306.01307161623015
Normal-1582.png,1.0,8.0,31.108597285067873,203.100960115899,36.282051282051285,195.46099355114308
Viral Pneumonia-93.png,3.1622776601683795,10.44030650891055,81.82051282051282,329.3842740629856,70.17378917378917,271.8326691183383
COVID-720.png,29.154759474226502,16.1245154965971,17.687782805429865,153.14698821720262,19.036087369420702,141.58036587041298
Viral Pneumonia-1161.png,7.0,16.401219466856727,150.73303167420815,447.0704642447318,161.98860398860398,413.0060532244049
Viral Pneumonia-528.png,1.0,1.4142135623730951,61.4238310708899,285.3909599128886,61.541310541310544,254.56433371546768
Viral Pneumonia-844.png,5.0990195135927845,1.4142135623730951,68.07541478129714,300.4463346423118,56.15384615384615,243.16660954991332
